iteration,puzzle_id,method,best_move_score,move_score
7,54,Random,500,-502
8,54,Random,500,-637
9,54,Random,500,-565
10,54,Random,500,74
11,54,Random,500,419
12,54,Random,500,-536
13,54,Random,500,-511
14,54,Random,500,500
15,54,Random,500,55
16,54,Random,500,-420
17,54,Random,500,-583
18,54,Random,500,-590
19,54,Random,500,74
20,54,Random,500,-67
21,54,Random,500,63
22,54,Random,500,-542
23,54,Random,500,-526
24,54,Random,500,-465
25,54,Random,500,-465
26,54,Random,500,43
27,54,Random,500,-536
28,54,Random,500,80
29,54,Random,500,196
30,54,Random,500,-554
31,54,Random,500,-495
32,54,Random,500,196
33,54,Random,500,63
34,54,Random,500,-583
35,54,Random,500,-517
36,54,Random,500,-517
37,54,Random,500,-564
38,54,Random,500,-542
39,54,Random,500,55
40,54,Random,500,-565
41,54,Random,500,-465
42,54,Random,500,80
43,54,Random,500,74
44,54,Random,500,-542
45,54,Random,500,-538
46,54,Random,500,196
47,54,Random,500,-535
48,54,Random,500,-502
49,54,Random,500,196
0,55,Random,438,-43
1,55,Random,438,28
2,55,Random,438,-212
3,55,Random,438,438
4,55,Random,438,438
5,55,Random,438,8
6,55,Random,438,-155
7,55,Random,438,2
8,55,Random,438,-16
9,55,Random,438,21
10,55,Random,438,-12
11,55,Random,438,-119
12,55,Random,438,35
13,55,Random,438,8
14,55,Random,438,-718
15,55,Random,438,-34
16,55,Random,438,-22
17,55,Random,438,-79
18,55,Random,438,-6
19,55,Random,438,-12
20,55,Random,438,-55
21,55,Random,438,-628
22,55,Random,438,28
23,55,Random,438,-8
24,55,Random,438,-43
25,55,Random,438,-43
26,55,Random,438,-614
27,55,Random,438,35
28,55,Random,438,-687
29,55,Random,438,-196
30,55,Random,438,-8
31,55,Random,438,-87
32,55,Random,438,-196
33,55,Random,438,-628
34,55,Random,438,-79
35,55,Random,438,124
36,55,Random,438,124
37,55,Random,438,-155
38,55,Random,438,89
39,55,Random,438,-34
40,55,Random,438,21
41,55,Random,438,-43
42,55,Random,438,-687
43,55,Random,438,-12
44,55,Random,438,89
45,55,Random,438,6
46,55,Random,438,-196
47,55,Random,438,-82
48,55,Random,438,2
49,55,Random,438,-196
0,56,Random,618,279
1,56,Random,618,-615
2,56,Random,618,177
3,56,Random,618,247
4,56,Random,618,247
5,56,Random,618,-40
6,56,Random,618,138
7,56,Random,618,140
8,56,Random,618,152
9,56,Random,618,161
10,56,Random,618,138
11,56,Random,618,199
12,56,Random,618,97
13,56,Random,618,-40
14,56,Random,618,58
15,56,Random,618,138
16,56,Random,618,125
17,56,Random,618,154
18,56,Random,618,278
19,56,Random,618,154
20,56,Random,618,170
21,56,Random,618,9
22,56,Random,618,-615
23,56,Random,618,-371
24,56,Random,618,279
25,56,Random,618,279
26,56,Random,618,165
27,56,Random,618,97
28,56,Random,618,252
29,56,Random,618,215
30,56,Random,618,104
31,56,Random,618,125
32,56,Random,618,216
33,56,Random,618,138
34,56,Random,618,154
35,56,Random,618,215
36,56,Random,618,59
37,56,Random,618,43
38,56,Random,618,230
39,56,Random,618,138
40,56,Random,618,161
41,56,Random,618,279
42,56,Random,618,252
43,56,Random,618,154
44,56,Random,618,230
45,56,Random,618,148
46,56,Random,618,216
47,56,Random,618,155
48,56,Random,618,215
49,56,Random,618,216
0,57,Random,523,220
1,57,Random,523,-605
2,57,Random,523,0
3,57,Random,523,-262
4,57,Random,523,-262
5,57,Random,523,0
6,57,Random,523,-116
7,57,Random,523,83
8,57,Random,523,43
9,57,Random,523,69
10,57,Random,523,-116
11,57,Random,523,110
12,57,Random,523,48
13,57,Random,523,0
14,57,Random,523,-43
15,57,Random,523,39
16,57,Random,523,85
17,57,Random,523,105
18,57,Random,523,-275
19,57,Random,523,77
20,57,Random,523,76
21,57,Random,523,-145
22,57,Random,523,-605
23,57,Random,523,-480
24,57,Random,523,220
25,57,Random,523,220
26,57,Random,523,59
27,57,Random,523,48
28,57,Random,523,-182
29,57,Random,523,113
30,57,Random,523,-3
31,57,Random,523,61
32,57,Random,523,114
33,57,Random,523,-116
34,57,Random,523,105
35,57,Random,523,113
36,57,Random,523,-39
37,57,Random,523,-34
38,57,Random,523,177
39,57,Random,523,39
40,57,Random,523,69
41,57,Random,523,220
42,57,Random,523,-182
43,57,Random,523,77
44,57,Random,523,177
45,57,Random,523,96
46,57,Random,523,114
47,57,Random,523,28
48,57,Random,523,113
49,57,Random,523,114
0,58,Random,684,547
1,58,Random,684,-585
2,58,Random,684,-219
3,58,Random,684,353
4,58,Random,684,353
5,58,Random,684,101
6,58,Random,684,396
7,58,Random,684,494
8,58,Random,684,485
9,58,Random,684,54
10,58,Random,684,396
11,58,Random,684,-15
12,58,Random,684,379
13,58,Random,684,101
14,58,Random,684,329
15,58,Random,684,460
16,58,Random,684,413
17,58,Random,684,-8
18,58,Random,684,278
19,58,Random,684,435
20,58,Random,684,63
21,58,Random,684,295
22,58,Random,684,-585
23,58,Random,684,-175
24,58,Random,684,547
25,58,Random,684,547
26,58,Random,684,499
27,58,Random,684,379
28,58,Random,684,246
29,58,Random,684,337
30,58,Random,684,389
31,58,Random,684,684
32,58,Random,684,-2
33,58,Random,684,396
34,58,Random,684,-8
35,58,Random,684,337
36,58,Random,684,61
37,58,Random,684,334
38,58,Random,684,539
39,58,Random,684,460
40,58,Random,684,54
41,58,Random,684,547
42,58,Random,684,246
43,58,Random,684,435
44,58,Random,684,539
45,58,Random,684,497
46,58,Random,684,-2
47,58,Random,684,413
48,58,Random,684,337
49,58,Random,684,-2
0,59,Random,518,178
1,59,Random,518,-609
2,59,Random,518,100
3,59,Random,518,119
4,59,Random,518,119
5,59,Random,518,3
6,59,Random,518,37
7,59,Random,518,52
8,59,Random,518,43
9,59,Random,518,49
10,59,Random,518,37
11,59,Random,518,87
12,59,Random,518,52
13,59,Random,518,3
14,59,Random,518,-13
15,59,Random,518,16
16,59,Random,518,28
17,59,Random,518,53
18,59,Random,518,-47
19,59,Random,518,65
20,59,Random,518,58
21,59,Random,518,-54
22,59,Random,518,-609
23,59,Random,518,-480
24,59,Random,518,178
25,59,Random,518,178
26,59,Random,518,109
27,59,Random,518,52
28,59,Random,518,-132
29,59,Random,518,139
30,59,Random,518,19
31,59,Random,518,38
32,59,Random,518,119
33,59,Random,518,37
34,59,Random,518,53
35,59,Random,518,139
36,59,Random,518,-123
37,59,Random,518,-26
38,59,Random,518,183
39,59,Random,518,16
40,59,Random,518,49
41,59,Random,518,178
42,59,Random,518,-132
43,59,Random,518,65
44,59,Random,518,183
45,59,Random,518,-76
46,59,Random,518,119
47,59,Random,518,67
48,59,Random,518,139
49,59,Random,518,119
0,60,Random,652,299
1,60,Random,652,111
2,60,Random,652,274
3,60,Random,652,200
4,60,Random,652,200
5,60,Random,652,165
6,60,Random,652,222
7,60,Random,652,180
8,60,Random,652,168
9,60,Random,652,230
10,60,Random,652,222
11,60,Random,652,202
12,60,Random,652,172
13,60,Random,652,165
14,60,Random,652,91
15,60,Random,652,210
16,60,Random,652,216
17,60,Random,652,237
18,60,Random,652,188
19,60,Random,652,192
20,60,Random,652,291
21,60,Random,652,193
22,60,Random,652,111
23,60,Random,652,-260
24,60,Random,652,299
25,60,Random,652,299
26,60,Random,652,479
27,60,Random,652,172
28,60,Random,652,186
29,60,Random,652,233
30,60,Random,652,173
31,60,Random,652,376
32,60,Random,652,209
33,60,Random,652,222
34,60,Random,652,237
35,60,Random,652,233
36,60,Random,652,131
37,60,Random,652,78
38,60,Random,652,450
39,60,Random,652,210
40,60,Random,652,230
41,60,Random,652,299
42,60,Random,652,186
43,60,Random,652,192
44,60,Random,652,450
45,60,Random,652,222
46,60,Random,652,209
47,60,Random,652,207
48,60,Random,652,233
49,60,Random,652,209
0,61,Random,332,-104
1,61,Random,332,-718
2,61,Random,332,-197
3,61,Random,332,-36
4,61,Random,332,-36
5,61,Random,332,-246
6,61,Random,332,-256
7,61,Random,332,-46
8,61,Random,332,-112
9,61,Random,332,-220
10,61,Random,332,-256
11,61,Random,332,-181
12,61,Random,332,-207
13,61,Random,332,-246
14,61,Random,332,-333
15,61,Random,332,-184
16,61,Random,332,-58
17,61,Random,332,-216
18,61,Random,332,-175
19,61,Random,332,-131
20,61,Random,332,-80
21,61,Random,332,-278
22,61,Random,332,-718
23,61,Random,332,-560
24,61,Random,332,-104
25,61,Random,332,-104
26,61,Random,332,18
27,61,Random,332,-207
28,61,Random,332,-353
29,61,Random,332,-185
30,61,Random,332,-195
31,61,Random,332,-196
32,61,Random,332,-72
33,61,Random,332,-256
34,61,Random,332,-216
35,61,Random,332,-185
36,61,Random,332,-193
37,61,Random,332,-215
38,61,Random,332,-250
39,61,Random,332,-184
40,61,Random,332,-220
41,61,Random,332,-104
42,61,Random,332,-353
43,61,Random,332,-131
44,61,Random,332,-250
45,61,Random,332,-144
46,61,Random,332,-72
47,61,Random,332,-133
48,61,Random,332,-185
49,61,Random,332,-72
0,62,Random,596,107
1,62,Random,596,-661
2,62,Random,596,-20
3,62,Random,596,-329
4,62,Random,596,-329
5,62,Random,596,-31
6,62,Random,596,-123
7,62,Random,596,23
8,62,Random,596,17
9,62,Random,596,13
10,62,Random,596,-123
11,62,Random,596,66
12,62,Random,596,-38
13,62,Random,596,-31
14,62,Random,596,-113
15,62,Random,596,-344
16,62,Random,596,49
17,62,Random,596,74
18,62,Random,596,-364
19,62,Random,596,83
20,62,Random,596,-175
21,62,Random,596,-297
22,62,Random,596,-661
23,62,Random,596,-458
24,62,Random,596,107
25,62,Random,596,107
26,62,Random,596,-330
27,62,Random,596,-38
28,62,Random,596,-259
29,62,Random,596,119
30,62,Random,596,-17
31,62,Random,596,-57
32,62,Random,596,70
33,62,Random,596,-123
34,62,Random,596,74
35,62,Random,596,119
36,62,Random,596,-73
37,62,Random,596,-86
38,62,Random,596,230
39,62,Random,596,-344
40,62,Random,596,13
41,62,Random,596,107
42,62,Random,596,-259
43,62,Random,596,83
44,62,Random,596,230
45,62,Random,596,47
46,62,Random,596,70
47,62,Random,596,83
48,62,Random,596,119
49,62,Random,596,70
0,63,Random,505,-673
1,63,Random,505,-802
2,63,Random,505,-661
3,63,Random,505,-907
4,63,Random,505,-907
5,63,Random,505,505
6,63,Random,505,-714
7,63,Random,505,-672
8,63,Random,505,-203
9,63,Random,505,-690
10,63,Random,505,-678
11,63,Random,505,-700
12,63,Random,505,-718
13,63,Random,505,505
14,63,Random,505,-740
15,63,Random,505,-113
16,63,Random,505,-616
17,63,Random,505,-669
18,63,Random,505,-84
19,63,Random,505,-678
20,63,Random,505,-65
21,63,Random,505,-441
22,63,Random,505,-802
23,63,Random,505,-661
24,63,Random,505,-673
25,63,Random,505,-673
26,63,Random,505,-63
27,63,Random,505,-718
28,63,Random,505,-361
29,63,Random,505,-700
30,63,Random,505,-676
31,63,Random,505,-665
32,63,Random,505,-618
33,63,Random,505,-441
34,63,Random,505,-669
35,63,Random,505,-700
36,63,Random,505,-598
37,63,Random,505,-714
38,63,Random,505,-723
39,63,Random,505,-113
40,63,Random,505,-690
41,63,Random,505,-673
42,63,Random,505,-361
43,63,Random,505,-678
44,63,Random,505,-723
45,63,Random,505,-683
46,63,Random,505,-618
47,63,Random,505,471
48,63,Random,505,-700
49,63,Random,505,-618
0,64,Random,459,135
1,64,Random,459,-683
2,64,Random,459,4
3,64,Random,459,53
4,64,Random,459,53
5,64,Random,459,-127
6,64,Random,459,-57
7,64,Random,459,39
8,64,Random,459,49
9,64,Random,459,61
10,64,Random,459,-57
11,64,Random,459,84
12,64,Random,459,54
13,64,Random,459,-127
14,64,Random,459,-122
15,64,Random,459,-38
16,64,Random,459,28
17,64,Random,459,85
18,64,Random,459,-15
19,64,Random,459,1
20,64,Random,459,-39
21,64,Random,459,-33
22,64,Random,459,-683
23,64,Random,459,-520
24,64,Random,459,135
25,64,Random,459,135
26,64,Random,459,76
27,64,Random,459,54
28,64,Random,459,-108
29,64,Random,459,120
30,64,Random,459,-28
31,64,Random,459,16
32,64,Random,459,117
33,64,Random,459,-57
34,64,Random,459,85
35,64,Random,459,120
36,64,Random,459,-56
37,64,Random,459,-106
38,64,Random,459,171
39,64,Random,459,-38
40,64,Random,459,61
41,64,Random,459,135
42,64,Random,459,-108
43,64,Random,459,1
44,64,Random,459,171
45,64,Random,459,26
46,64,Random,459,117
47,64,Random,459,24
48,64,Random,459,120
49,64,Random,459,117
0,65,Random,517,424
1,65,Random,517,-742
2,65,Random,517,-659
3,65,Random,517,-740
4,65,Random,517,-740
5,65,Random,517,-667
6,65,Random,517,-702
7,65,Random,517,517
8,65,Random,517,-3
9,65,Random,517,-682
10,65,Random,517,-702
11,65,Random,517,-698
12,65,Random,517,-705
13,65,Random,517,-667
14,65,Random,517,-110
15,65,Random,517,-62
16,65,Random,517,-603
17,65,Random,517,-697
18,65,Random,517,23
19,65,Random,517,-707
20,65,Random,517,0
21,65,Random,517,-22
22,65,Random,517,-742
23,65,Random,517,-708
24,65,Random,517,424
25,65,Random,517,424
26,65,Random,517,-639
27,65,Random,517,-705
28,65,Random,517,-614
29,65,Random,517,-647
30,65,Random,517,-722
31,65,Random,517,-659
32,65,Random,517,-610
33,65,Random,517,-702
34,65,Random,517,-697
35,65,Random,517,-647
36,65,Random,517,-673
37,65,Random,517,-739
38,65,Random,517,-674
39,65,Random,517,-62
40,65,Random,517,-682
41,65,Random,517,424
42,65,Random,517,-614
43,65,Random,517,-707
44,65,Random,517,-674
45,65,Random,517,-713
46,65,Random,517,-610
47,65,Random,517,-659
48,65,Random,517,-647
49,65,Random,517,-610
0,66,Random,531,531
1,66,Random,531,-736
2,66,Random,531,1
3,66,Random,531,83
4,66,Random,531,83
5,66,Random,531,-260
6,66,Random,531,175
7,66,Random,531,-25
8,66,Random,531,-17
9,66,Random,531,-119
10,66,Random,531,175
11,66,Random,531,-192
12,66,Random,531,-152
13,66,Random,531,-260
14,66,Random,531,-357
15,66,Random,531,147
16,66,Random,531,-3
17,66,Random,531,-139
18,66,Random,531,26
19,66,Random,531,-117
20,66,Random,531,71
21,66,Random,531,43
22,66,Random,531,-736
23,66,Random,531,-2
24,66,Random,531,531
25,66,Random,531,531
26,66,Random,531,92
27,66,Random,531,-152
28,66,Random,531,-698
29,66,Random,531,-110
30,66,Random,531,-188
31,66,Random,531,-175
32,66,Random,531,-5
33,66,Random,531,175
34,66,Random,531,-139
35,66,Random,531,-110
36,66,Random,531,11
37,66,Random,531,-243
38,66,Random,531,-87
39,66,Random,531,147
40,66,Random,531,-119
41,66,Random,531,531
42,66,Random,531,-698
43,66,Random,531,-117
44,66,Random,531,-87
45,66,Random,531,-123
46,66,Random,531,-5
47,66,Random,531,-149
48,66,Random,531,-110
49,66,Random,531,-5
0,67,Random,215,9
1,67,Random,215,-856
2,67,Random,215,-206
3,67,Random,215,-892
4,67,Random,215,-892
5,67,Random,215,-330
6,67,Random,215,-260
7,67,Random,215,24
8,67,Random,215,-57
9,67,Random,215,-169
10,67,Random,215,-260
11,67,Random,215,-59
12,67,Random,215,-225
13,67,Random,215,-330
14,67,Random,215,-262
15,67,Random,215,-293
16,67,Random,215,-248
17,67,Random,215,-77
18,67,Random,215,-646
19,67,Random,215,-281
20,67,Random,215,215
21,67,Random,215,-414
22,67,Random,215,-856
23,67,Random,215,-89
24,67,Random,215,9
25,67,Random,215,9
26,67,Random,215,-99
27,67,Random,215,-225
28,67,Random,215,-362
29,67,Random,215,-97
30,67,Random,215,-82
31,67,Random,215,-124
32,67,Random,215,-37
33,67,Random,215,-260
34,67,Random,215,-77
35,67,Random,215,-97
36,67,Random,215,-221
37,67,Random,215,-268
38,67,Random,215,69
39,67,Random,215,-293
40,67,Random,215,-169
41,67,Random,215,9
42,67,Random,215,-362
43,67,Random,215,-281
44,67,Random,215,69
45,67,Random,215,-42
46,67,Random,215,-37
47,67,Random,215,3
48,67,Random,215,-97
49,67,Random,215,-37
0,68,Random,477,20
1,68,Random,477,-607
2,68,Random,477,66
3,68,Random,477,-603
4,68,Random,477,-603
5,68,Random,477,-341
6,68,Random,477,-248
7,68,Random,477,14
8,68,Random,477,25
9,68,Random,477,-185
10,68,Random,477,-248
11,68,Random,477,-103
12,68,Random,477,-224
13,68,Random,477,-341
14,68,Random,477,-234
15,68,Random,477,-270
16,68,Random,477,-259
17,68,Random,477,-83
18,68,Random,477,-570
19,68,Random,477,-293
20,68,Random,477,68
21,68,Random,477,227
22,68,Random,477,-607
23,68,Random,477,-496
24,68,Random,477,20
25,68,Random,477,20
26,68,Random,477,57
27,68,Random,477,-224
28,68,Random,477,-121
29,68,Random,477,-111
30,68,Random,477,182
31,68,Random,477,-119
32,68,Random,477,-34
33,68,Random,477,-248
34,68,Random,477,-83
35,68,Random,477,-111
36,68,Random,477,-203
37,68,Random,477,-234
38,68,Random,477,46
39,68,Random,477,-270
40,68,Random,477,-185
41,68,Random,477,20
42,68,Random,477,-121
43,68,Random,477,-293
44,68,Random,477,46
45,68,Random,477,-93
46,68,Random,477,-34
47,68,Random,477,38
48,68,Random,477,-111
49,68,Random,477,-34
0,69,Random,411,175
1,69,Random,411,-61
2,69,Random,411,2
3,69,Random,411,48
4,69,Random,411,48
5,69,Random,411,-142
6,69,Random,411,-63
7,69,Random,411,58
8,69,Random,411,16
9,69,Random,411,-25
10,69,Random,411,-63
11,69,Random,411,53
12,69,Random,411,31
13,69,Random,411,-142
14,69,Random,411,-110
15,69,Random,411,58
16,69,Random,411,20
17,69,Random,411,8
18,69,Random,411,-74
19,69,Random,411,38
20,69,Random,411,35
21,69,Random,411,-79
22,69,Random,411,-61
23,69,Random,411,-529
24,69,Random,411,175
25,69,Random,411,175
26,69,Random,411,41
27,69,Random,411,31
28,69,Random,411,-66
29,69,Random,411,-160
30,69,Random,411,96
31,69,Random,411,24
32,69,Random,411,103
33,69,Random,411,-63
34,69,Random,411,8
35,69,Random,411,-160
36,69,Random,411,-118
37,69,Random,411,-55
38,69,Random,411,-164
39,69,Random,411,58
40,69,Random,411,-25
41,69,Random,411,175
42,69,Random,411,-66
43,69,Random,411,38
44,69,Random,411,-164
45,69,Random,411,-184
46,69,Random,411,103
47,69,Random,411,42
48,69,Random,411,-160
49,69,Random,411,103
0,70,Random,483,164
1,70,Random,483,-682
2,70,Random,483,73
3,70,Random,483,87
4,70,Random,483,87
5,70,Random,483,-63
6,70,Random,483,-2
7,70,Random,483,49
8,70,Random,483,35
9,70,Random,483,39
10,70,Random,483,-2
11,70,Random,483,95
12,70,Random,483,69
13,70,Random,483,-63
14,70,Random,483,-22
15,70,Random,483,39
16,70,Random,483,44
17,70,Random,483,61
18,70,Random,483,16
19,70,Random,483,46
20,70,Random,483,67
21,70,Random,483,-11
22,70,Random,483,-682
23,70,Random,483,-478
24,70,Random,483,164
25,70,Random,483,164
26,70,Random,483,84
27,70,Random,483,69
28,70,Random,483,-158
29,70,Random,483,136
30,70,Random,483,33
31,70,Random,483,39
32,70,Random,483,112
33,70,Random,483,-2
34,70,Random,483,61
35,70,Random,483,136
36,70,Random,483,-50
37,70,Random,483,-61
38,70,Random,483,197
39,70,Random,483,39
40,70,Random,483,39
41,70,Random,483,164
42,70,Random,483,-158
43,70,Random,483,46
44,70,Random,483,197
45,70,Random,483,43
46,70,Random,483,112
47,70,Random,483,36
48,70,Random,483,136
49,70,Random,483,112
0,71,Random,498,82
1,71,Random,498,-566
2,71,Random,498,103
3,71,Random,498,143
4,71,Random,498,143
5,71,Random,498,72
6,71,Random,498,145
7,71,Random,498,152
8,71,Random,498,100
9,71,Random,498,161
10,71,Random,498,145
11,71,Random,498,-91
12,71,Random,498,163
13,71,Random,498,72
14,71,Random,498,43
15,71,Random,498,203
16,71,Random,498,121
17,71,Random,498,158
18,71,Random,498,-14
19,71,Random,498,173
20,71,Random,498,157
21,71,Random,498,109
22,71,Random,498,-566
23,71,Random,498,-410
24,71,Random,498,82
25,71,Random,498,82
26,71,Random,498,160
27,71,Random,498,163
28,71,Random,498,131
29,71,Random,498,98
30,71,Random,498,168
31,71,Random,498,168
32,71,Random,498,160
33,71,Random,498,145
34,71,Random,498,158
35,71,Random,498,98
36,71,Random,498,34
37,71,Random,498,30
38,71,Random,498,498
39,71,Random,498,203
40,71,Random,498,161
41,71,Random,498,82
42,71,Random,498,131
43,71,Random,498,173
44,71,Random,498,498
45,71,Random,498,75
46,71,Random,498,160
47,71,Random,498,141
48,71,Random,498,98
49,71,Random,498,160
0,72,Random,539,161
1,72,Random,539,-82
2,72,Random,539,0
3,72,Random,539,26
4,72,Random,539,26
5,72,Random,539,-82
6,72,Random,539,-121
7,72,Random,539,97
8,72,Random,539,86
9,72,Random,539,85
10,72,Random,539,-121
11,72,Random,539,95
12,72,Random,539,69
13,72,Random,539,-82
14,72,Random,539,-49
15,72,Random,539,49
16,72,Random,539,64
17,72,Random,539,161
18,72,Random,539,9
19,72,Random,539,72
20,72,Random,539,8
21,72,Random,539,7
22,72,Random,539,-82
23,72,Random,539,-493
24,72,Random,539,161
25,72,Random,539,161
26,72,Random,539,116
27,72,Random,539,69
28,72,Random,539,17
29,72,Random,539,176
30,72,Random,539,40
31,72,Random,539,159
32,72,Random,539,130
33,72,Random,539,-121
34,72,Random,539,161
35,72,Random,539,176
36,72,Random,539,-134
37,72,Random,539,-51
38,72,Random,539,355
39,72,Random,539,49
40,72,Random,539,85
41,72,Random,539,161
42,72,Random,539,17
43,72,Random,539,72
44,72,Random,539,355
45,72,Random,539,105
46,72,Random,539,130
47,72,Random,539,52
48,72,Random,539,176
49,72,Random,539,130
0,73,Random,498,207
1,73,Random,498,-624
2,73,Random,498,-13
3,73,Random,498,-200
4,73,Random,498,-200
5,73,Random,498,-107
6,73,Random,498,-67
7,73,Random,498,31
8,73,Random,498,29
9,73,Random,498,35
10,73,Random,498,-67
11,73,Random,498,83
12,73,Random,498,62
13,73,Random,498,-107
14,73,Random,498,-97
15,73,Random,498,16
16,73,Random,498,35
17,73,Random,498,110
18,73,Random,498,-195
19,73,Random,498,57
20,73,Random,498,58
21,73,Random,498,-173
22,73,Random,498,-624
23,73,Random,498,-485
24,73,Random,498,207
25,73,Random,498,207
26,73,Random,498,16
27,73,Random,498,62
28,73,Random,498,-139
29,73,Random,498,133
30,73,Random,498,-2
31,73,Random,498,51
32,73,Random,498,120
33,73,Random,498,-67
34,73,Random,498,110
35,73,Random,498,133
36,73,Random,498,-96
37,73,Random,498,-35
38,73,Random,498,197
39,73,Random,498,16
40,73,Random,498,35
41,73,Random,498,207
42,73,Random,498,-139
43,73,Random,498,57
44,73,Random,498,197
45,73,Random,498,45
46,73,Random,498,120
47,73,Random,498,-1
48,73,Random,498,133
49,73,Random,498,120
0,74,Random,499,93
1,74,Random,499,-622
2,74,Random,499,-45
3,74,Random,499,-229
4,74,Random,499,-229
5,74,Random,499,-122
6,74,Random,499,-165
7,74,Random,499,26
8,74,Random,499,-60
9,74,Random,499,-11
10,74,Random,499,-165
11,74,Random,499,4
12,74,Random,499,-48
13,74,Random,499,-122
14,74,Random,499,-215
15,74,Random,499,-170
16,74,Random,499,1
17,74,Random,499,48
18,74,Random,499,-230
19,74,Random,499,46
20,74,Random,499,-10
21,74,Random,499,-235
22,74,Random,499,-622
23,74,Random,499,-466
24,74,Random,499,93
25,74,Random,499,93
26,74,Random,499,-91
27,74,Random,499,-48
28,74,Random,499,-228
29,74,Random,499,77
30,74,Random,499,-26
31,74,Random,499,-47
32,74,Random,499,13
33,74,Random,499,-165
34,74,Random,499,48
35,74,Random,499,77
36,74,Random,499,-124
37,74,Random,499,-104
38,74,Random,499,499
39,74,Random,499,-170
40,74,Random,499,-11
41,74,Random,499,93
42,74,Random,499,-228
43,74,Random,499,46
44,74,Random,499,499
45,74,Random,499,-5
46,74,Random,499,13
47,74,Random,499,5
48,74,Random,499,77
49,74,Random,499,13
0,75,Random,526,526
1,75,Random,526,-613
2,75,Random,526,96
3,75,Random,526,129
4,75,Random,526,129
5,75,Random,526,234
6,75,Random,526,-76
7,75,Random,526,9
8,75,Random,526,76
9,75,Random,526,75
10,75,Random,526,-76
11,75,Random,526,132
12,75,Random,526,65
13,75,Random,526,234
14,75,Random,526,-36
15,75,Random,526,100
16,75,Random,526,188
17,75,Random,526,55
18,75,Random,526,-2
19,75,Random,526,128
20,75,Random,526,134
21,75,Random,526,28
22,75,Random,526,-613
23,75,Random,526,-136
24,75,Random,526,526
25,75,Random,526,526
26,75,Random,526,81
27,75,Random,526,65
28,75,Random,526,63
29,75,Random,526,75
30,75,Random,526,-77
31,75,Random,526,166
32,75,Random,526,32
33,75,Random,526,-76
34,75,Random,526,55
35,75,Random,526,75
36,75,Random,526,176
37,75,Random,526,-40
38,75,Random,526,-80
39,75,Random,526,100
40,75,Random,526,75
41,75,Random,526,526
42,75,Random,526,63
43,75,Random,526,128
44,75,Random,526,-80
45,75,Random,526,-502
46,75,Random,526,32
47,75,Random,526,80
48,75,Random,526,75
49,75,Random,526,32
0,76,Random,557,194
1,76,Random,557,-679
2,76,Random,557,135
3,76,Random,557,79
4,76,Random,557,79
5,76,Random,557,-106
6,76,Random,557,12
7,76,Random,557,73
8,76,Random,557,53
9,76,Random,557,52
10,76,Random,557,12
11,76,Random,557,154
12,76,Random,557,14
13,76,Random,557,-106
14,76,Random,557,-35
15,76,Random,557,-9
16,76,Random,557,80
17,76,Random,557,46
18,76,Random,557,4
19,76,Random,557,64
20,76,Random,557,100
21,76,Random,557,-16
22,76,Random,557,-679
23,76,Random,557,-485
24,76,Random,557,194
25,76,Random,557,194
26,76,Random,557,133
27,76,Random,557,14
28,76,Random,557,-600
29,76,Random,557,122
30,76,Random,557,-68
31,76,Random,557,121
32,76,Random,557,126
33,76,Random,557,12
34,76,Random,557,46
35,76,Random,557,122
36,76,Random,557,-81
37,76,Random,557,-31
38,76,Random,557,220
39,76,Random,557,-9
40,76,Random,557,52
41,76,Random,557,194
42,76,Random,557,-600
43,76,Random,557,64
44,76,Random,557,220
45,76,Random,557,120
46,76,Random,557,126
47,76,Random,557,90
48,76,Random,557,122
49,76,Random,557,126
0,77,Random,547,47
1,77,Random,547,-558
2,77,Random,547,12
3,77,Random,547,56
4,77,Random,547,56
5,77,Random,547,-90
6,77,Random,547,52
7,77,Random,547,17
8,77,Random,547,18
9,77,Random,547,1
10,77,Random,547,52
11,77,Random,547,2
12,77,Random,547,-10
13,77,Random,547,-90
14,77,Random,547,-99
15,77,Random,547,-21
16,77,Random,547,38
17,77,Random,547,26
18,77,Random,547,-14
19,77,Random,547,-31
20,77,Random,547,-635
21,77,Random,547,167
22,77,Random,547,-558
23,77,Random,547,-177
24,77,Random,547,47
25,77,Random,547,47
26,77,Random,547,79
27,77,Random,547,-10
28,77,Random,547,15
29,77,Random,547,-116
30,77,Random,547,29
31,77,Random,547,48
32,77,Random,547,11
33,77,Random,547,52
34,77,Random,547,26
35,77,Random,547,-116
36,77,Random,547,94
37,77,Random,547,25
38,77,Random,547,89
39,77,Random,547,-21
40,77,Random,547,1
41,77,Random,547,47
42,77,Random,547,15
43,77,Random,547,-31
44,77,Random,547,89
45,77,Random,547,80
46,77,Random,547,11
47,77,Random,547,38
48,77,Random,547,-116
49,77,Random,547,11
0,78,Random,471,161
1,78,Random,471,-643
2,78,Random,471,8
3,78,Random,471,-39
4,78,Random,471,-39
5,78,Random,471,-167
6,78,Random,471,-22
7,78,Random,471,34
8,78,Random,471,20
9,78,Random,471,1
10,78,Random,471,-22
11,78,Random,471,77
12,78,Random,471,-17
13,78,Random,471,-167
14,78,Random,471,-116
15,78,Random,471,-39
16,78,Random,471,-13
17,78,Random,471,89
18,78,Random,471,-109
19,78,Random,471,3
20,78,Random,471,21
21,78,Random,471,-69
22,78,Random,471,-643
23,78,Random,471,-565
24,78,Random,471,161
25,78,Random,471,161
