FEN
rnb1kb1r/ppq1pp1p/1n1p2p1/8/P1PP4/5N2/1P3PPP/RNBQKB1R w KQkq - 1 8
rnbqkb1r/pp2pp1p/3p2p1/3n4/P1PP4/5N2/1P3PPP/RNBQKB1R w KQkq - 1 8
rn1qkb1r/pp2pp1p/1n1p2p1/5b2/P1PP4/5N2/1P3PPP/RNBQKB1R w KQkq - 1 8
rnbqkb1r/pp1npp1p/3p2p1/8/P1PP4/5N2/1P3PPP/RNBQKB1R w KQkq - 1 8
r1bqkb1r/pp2pp1p/nn1p2p1/8/P1PP4/5N2/1P3PPP/RNBQKB1R w KQkq - 1 8
rn1qkb1r/pp2pp1p/1n1pb1p1/8/P1PP4/5N2/1P3PPP/RNBQKB1R w KQkq - 1 8
r1bqkb1r/pp2pp1p/1nnp2p1/8/P1PP4/5N2/1P3PPP/RNBQKB1R w KQkq - 1 8
rn1qkb1r/pp2pp1p/1n1p2p1/8/P1PP4/5N1b/1P3PPP/RNBQKB1R w KQkq - 1 8
rnbqkbr1/pp2pp1p/1n1p2p1/8/P1PP4/5N2/1P3PPP/RNBQKB1R w KQq - 1 8
rnbqkb1r/pp2pp1p/3p2p1/8/n1PP4/5N2/1P3PPP/RNBQKB1R w KQkq - 0 8
rnbqkb1r/pp2pp1p/3p2p1/8/P1nP4/5N2/1P3PPP/RNBQKB1R w KQkq - 0 8
rnbqkb1r/pp2pp2/1n1p2p1/7p/P1PP4/5N2/1P3PPP/RNBQKB1R w KQkq - 0 8
rn1qkb1r/pp1bpp1p/1n1p2p1/8/P1PP4/5N2/1P3PPP/RNBQKB1R w KQkq - 1 8
rnbqkb1r/pp2pp1p/1n1p4/6p1/P1PP4/5N2/1P3PPP/RNBQKB1R w KQkq - 0 8
rnbqkb1r/pp2pp1p/1n4p1/3p4/P1PP4/5N2/1P3PPP/RNBQKB1R w KQkq - 0 8
rnbqkb1r/pp2pp2/1n1p2pp/8/P1PP4/5N2/1P3PPP/RNBQKB1R w KQkq - 0 8
rnbqkb1r/pp2p2p/1n1p1pp1/8/P1PP4/5N2/1P3PPP/RNBQKB1R w KQkq - 0 8
rn1qkb1r/pp2pp1p/1n1p2p1/8/P1PP2b1/5N2/1P3PPP/RNBQKB1R w KQkq - 1 8
rnbqkb1r/1p2pp1p/1n1p2p1/p7/P1PP4/5N2/1P3PPP/RNBQKB1R w KQkq - 0 8
rnbqkb1r/1p2pp1p/pn1p2p1/8/P1PP4/5N2/1P3PPP/RNBQKB1R w KQkq - 0 8
rnbqkb1r/pp3p1p/1n1pp1p1/8/P1PP4/5N2/1P3PPP/RNBQKB1R w KQkq - 0 8
rnbqkb1r/pp3p1p/1n1p2p1/4p3/P1PP4/5N2/1P3PPP/RNBQKB1R w KQkq - 0 8
rnbqkb1r/pp2p2p/1n1p2p1/5p2/P1PP4/5N2/1P3PPP/RNBQKB1R w KQkq - 0 8
rnbqk1r1/pp2ppbp/1n1p2p1/P7/2PP4/5N2/1P3PPP/RNBQKB1R w KQq - 1 9
rnbq1k1r/pp2ppbp/1n1p2p1/P7/2PP4/5N2/1P3PPP/RNBQKB1R w KQ - 1 9
rnb1k2r/ppq1ppbp/1n1p2p1/P7/2PP4/5N2/1P3PPP/RNBQKB1R w KQkq - 1 9
rn1qk2r/pp1bppbp/1n1p2p1/P7/2PP4/5N2/1P3PPP/RNBQKB1R w KQkq - 1 9
rnb1k2r/pp1qppbp/1n1p2p1/P7/2PP4/5N2/1P3PPP/RNBQKB1R w KQkq - 1 9
